crop,N,temperature,humidity,rainfall,Area(hectares),yield(t/ha)
grapes,64.81,39.22,78.3,211.27,4651.01,10.013926007469346
lentil,58.56,11.67,93.23,166.67,1891.93,8.21955886317147
coconut,93.04,31.16,55.47,430.33,3958.38,16.31903455453999
mango,21.75,28.02,63.19,414.52,3579.32,17.6324553267101
coffee,27.4,11.6,69.33,95.14,1456.77,11.410497195851097
coffee,22.16,28.33,93.31,255.85,3947.43,15.342929450300575
apple,72.92,19.62,73.9,199.06,1239.77,14.999911273865314
lentil,121.81,12.24,71.48,151.41,825.06,9.716759993212616
banana,50.37,28.89,92.94,258.19,782.69,12.951896664068787
grapes,81.86,11.21,46.57,102.46,4107.16,8.596667770430177
muskmelon,91.2,34.58,48.07,243.28,1843.53,11.460507830086843
apple,33.53,39.62,70.18,170.23,1723.65,8.616459257970005
lentil,68.85,24.93,68.99,256.01,2046.83,15.65744590415423
cotton,38.27,18.31,80.84,447.55,4260.95,11.567986012508948
grapes,51.4,37.22,79.75,329.32,391.6,11.634371807967314
muskmelon,82.78,34.57,39.04,97.34,2504.39,9.034902710839765
orange,87.18,12.64,93.97,413.79,3899.82,14.822648224789862
jute,103.92,30.98,64.38,360.38,369.06,11.6492711212269
apple,104.31,24.67,56.61,482.26,4200.61,18.108103346894858
jute,79.97,34.8,76.75,109.53,4912.84,9.67779125719543
lentil,147.65,23.35,89.79,340.33,2633.4,14.748089921774133
maize,136.32,15.45,62.36,384.56,947.76,13.031432008103318
orange,44.53,22.76,75.06,275.13,3387.54,16.008312816970427
mango,136.64,26.65,38.48,422.42,759.64,19.42431941445948
rice,145.08,38.43,57.3,412.64,2494.41,13.592524885644302
lentil,92.78,28.77,31.13,375.39,4252.1,16.658375861339103
banana,69.38,22.37,55.77,360.82,731.88,16.594031808493195
watermelon,80.95,15.25,39.14,295.98,1994.69,11.636269294978169
maize,48.52,28.93,46.18,279.89,3471.02,15.945246642197391
cotton,78.47,12.83,45.08,269.77,1835.07,13.08570790215087
jute,97.68,35.92,56.19,319.91,4404.14,16.879134178295878
coffee,21.75,29.38,49.9,261.2,183.58,13.8689944438392
jute,48.89,21.72,35.25,221.29,2245.62,14.722063394519113
banana,69.66,18.31,53.87,304.86,2603.18,12.998547929839658
grapes,32.33,18.4,84.23,286.58,3685.9,15.265650180417266
banana,65.91,19.85,86.27,134.29,2149.02,12.903458320536805
muskmelon,103.33,16.8,59.99,424.69,3958.86,12.35656476864552
rice,122.51,24.14,58.48,250.77,1924.23,12.708948514470723
chickpea,50.45,13.94,83.31,221.17,665.16,7.443893198628902
apple,71.6,12.42,88.36,305.3,218.72,10.825210314557426
grapes,30.12,30.24,62.44,459.02,819.9,17.180985486034885
lentil,140.75,22.96,84.64,303.21,355.47,16.457141249613187
maize,58.37,32.87,86.23,91.11,1180.69,9.313570878045889
mango,87.14,26.82,83.56,207.94,2449.7,15.95621504674042
mango,125.47,29.8,83.09,248.0,4450.12,9.987780104806165
grapes,112.55,17.22,85.73,465.1,3110.39,15.337423924331034
cotton,130.14,10.45,53.54,119.02,376.56,5.637667304015297
muskmelon,50.84,12.69,41.68,171.81,4064.73,8.090320882321826
cotton,61.95,29.66,81.6,347.57,3987.94,15.757521427102716
chickpea,127.34,22.86,83.15,265.56,4055.88,15.018540982474828
lentil,114.51,10.88,66.71,98.62,2114.93,7.484829285130004
lentil,67.97,21.75,58.73,235.76,3709.69,14.501306039049084
cotton,126.02,20.3,87.26,154.37,2491.06,13.094257063258212
apple,64.84,32.87,50.28,113.63,3213.22,8.295812300433834
grapes,23.16,22.69,91.0,292.81,435.61,16.115722779550516
apple,73.52,31.35,46.55,370.17,1549.62,16.26789793626825
jute,32.31,19.45,88.67,341.9,4121.6,15.830415372670808
chickpea,95.6,32.32,34.7,432.76,3600.77,17.997536637996873
jute,131.79,10.22,56.49,481.32,650.17,12.129243121029884
coconut,77.41,32.19,54.37,156.21,3901.93,12.11486623286425
muskmelon,148.29,26.21,92.37,299.97,2430.79,16.240263453445177
coconut,140.3,39.57,88.13,381.9,4286.54,11.139534449696026
coffee,36.83,33.96,50.24,351.75,272.54,13.660820430028618
watermelon,96.19,23.86,30.36,152.68,419.22,12.65161490386909
orange,115.17,19.78,65.3,474.46,2198.16,15.987362157440767
grapes,83.97,34.82,44.08,256.3,4452.08,13.354254640527571
banana,115.1,36.92,54.79,231.58,717.37,7.980303051423951
banana,68.16,31.18,60.44,55.35,1017.67,8.892361964094452
apple,144.71,38.67,90.25,219.05,878.44,9.763854105004324
chickpea,101.8,24.52,32.77,376.91,2887.37,17.458697707602422
chickpea,138.65,31.88,49.0,179.48,1811.68,10.615655082575287
muskmelon,65.45,33.93,83.7,265.45,498.38,14.151109595088084
grapes,56.63,29.06,53.92,259.47,4539.86,10.688836219619107
jute,46.37,12.96,70.36,152.94,728.08,9.69572025052192
jute,111.67,36.32,30.53,425.13,247.35,11.91069334950475
rice,90.65,32.67,47.86,348.22,3276.01,13.024203222822884
cotton,105.29,36.08,86.95,66.86,4988.58,8.5257387873904
coffee,136.98,36.39,51.14,88.09,931.01,8.597555343121986
apple,50.34,32.38,68.44,144.4,1134.26,11.884911748629062
coffee,145.54,14.04,92.47,470.08,4089.65,16.874365777022483
coconut,44.74,19.43,36.48,303.07,368.36,16.44836572917798
lentil,95.36,17.94,65.87,52.91,3259.05,9.932544759976066
rice,39.92,11.13,45.27,224.35,3040.01,12.269397140140985
mango,82.52,29.91,42.01,441.96,2900.84,14.141090166986114
grapes,116.14,28.1,84.98,344.69,2067.68,12.852578735587713
watermelon,80.83,22.92,66.42,142.5,375.34,13.61922523578622
chickpea,100.17,21.19,84.6,386.0,3958.98,15.24738442730198
coconut,141.98,33.06,49.08,155.82,242.68,11.818485248063292
banana,137.46,30.65,85.44,410.36,4439.22,16.6272363162898
coconut,142.5,33.24,36.31,256.37,4464.33,12.886970721250446
coffee,102.81,17.05,30.26,390.42,4362.03,15.666980740618474
watermelon,136.39,10.36,53.68,273.09,2858.72,10.412940057088488
coffee,57.44,37.06,84.86,426.57,842.32,14.0347255199924
coffee,21.2,37.24,48.66,190.82,3366.39,9.62498106280021
watermelon,43.49,29.65,49.49,65.77,2223.36,12.549924438687391
apple,56.74,11.1,81.7,257.24,1173.79,10.21295972874194
coffee,119.82,36.06,87.59,93.61,3160.25,9.460802151728505
apple,63.51,31.37,42.65,472.81,4836.63,14.92791468439802
maize,91.15,32.48,47.44,300.69,1793.34,11.219958290117882
apple,137.02,28.52,33.5,415.46,4935.36,18.359602946897493
muskmelon,71.12,20.34,48.3,433.44,4394.57,16.72053465981882
orange,143.25,35.97,32.03,142.08,1815.38,12.00987672002556
cotton,52.32,19.35,88.43,281.77,582.88,13.599986275048035
coffee,58.79,23.45,79.63,198.84,3337.5,15.16456029962547
rice,142.72,13.68,64.91,370.65,4971.89,12.445611226314336
jute,74.3,23.28,69.46,350.39,1515.61,16.852026576757872
muskmelon,121.01,31.22,63.17,177.3,3153.8,12.90671570803475
coconut,108.37,35.81,80.28,368.98,893.84,10.84910051015842
orange,131.42,19.21,76.05,144.36,1086.48,11.000055224210294
mango,137.82,25.58,50.53,277.93,3669.84,14.17914677479127
jute,108.02,24.81,57.57,368.5,3832.63,17.891411380696805
cotton,55.52,15.81,72.21,131.15,3767.17,7.63748649516746
coffee,60.98,15.71,91.27,247.2,4739.27,10.741658525469113
grapes,106.98,22.51,30.1,497.34,4497.15,18.75894288605005
muskmelon,77.6,29.05,82.21,345.19,2205.54,14.705455353337506
coffee,143.02,24.68,86.02,366.6,3265.57,14.70975051828624
mango,124.29,17.45,36.39,401.89,185.9,16.67186659494352
banana,73.7,37.17,37.82,101.99,3586.91,10.650086007176094
chickpea,131.33,23.85,88.5,461.97,1758.43,18.007080179478283
banana,40.16,13.36,47.29,255.92,3991.82,12.49579389852248
rice,59.74,21.89,68.17,97.15,1693.29,13.141842212497563
lentil,114.79,17.63,77.92,203.04,3348.52,11.893744101871873
cotton,102.95,25.45,52.37,415.18,1844.82,17.317673268936808
jute,26.01,29.94,31.48,64.72,1576.33,9.130473948982765
muskmelon,139.08,14.87,55.18,233.87,485.55,11.96640922665019
banana,99.67,37.98,72.02,96.03,313.95,8.758560280299411
cotton,115.8,10.65,66.66,362.77,329.3,13.631278469480716
rice,46.89,37.77,92.29,350.62,3439.98,14.14576247536323
cotton,95.74,34.9,81.88,422.22,4540.45,14.8224118754749
watermelon,102.8,23.1,81.26,382.48,2890.72,15.960757181601815
rice,125.62,24.15,32.4,414.71,3568.64,18.898941893830703
mango,105.6,13.24,68.31,57.9,4773.61,10.701523584876018
grapes,69.44,11.55,44.73,247.02,4768.35,8.120689546698543
coconut,31.64,27.86,61.39,360.4,180.52,14.123753600709062
jute,135.53,29.7,49.21,497.62,4488.89,15.87268344735558
apple,79.48,21.36,37.46,483.73,2531.25,14.632244938271606
lentil,59.09,29.92,54.43,491.49,793.12,18.67630371192253
grapes,33.03,20.28,64.33,193.13,1790.2,14.163529214612891
maize,89.15,26.07,68.82,380.53,1622.73,17.120667024089034
banana,73.83,17.13,88.81,296.71,3487.37,14.158881908142812
orange,27.97,35.04,76.51,166.79,4818.7,12.698586755764005
coffee,39.16,35.57,31.53,324.99,534.45,12.519487323416596
coconut,130.03,24.77,77.51,235.16,4505.17,12.882273032982107
maize,116.32,20.37,34.58,182.41,4681.22,13.550476157924644
chickpea,89.82,20.64,91.41,76.7,4508.13,10.721565260984043
chickpea,140.73,11.89,88.03,139.79,1354.55,8.27364807500646
mango,60.77,16.0,82.34,109.85,1656.5,7.148101418653788
maize,97.1,29.29,94.03,320.55,3342.5,16.049032161555722
orange,116.59,31.78,35.55,52.6,1741.73,10.095898905111586
lentil,105.31,31.35,53.12,144.13,4011.78,12.626659487808404
banana,29.31,27.49,53.13,490.05,50.03,20.83669798121128
rice,36.73,35.08,34.19,317.28,1138.81,9.485919512473547
coconut,46.1,30.92,48.36,201.41,3676.92,10.761224067969932
chickpea,58.85,10.81,37.13,241.81,167.6,7.9489260143198095
orange,107.17,25.65,79.15,226.03,707.75,17.97451077357824
rice,106.96,18.69,88.46,259.2,792.96,10.388304580306698
banana,128.84,13.73,93.1,118.13,3233.78,9.935125456895644
coconut,125.1,26.88,89.38,251.89,2438.71,14.661267637398462
jute,45.2,17.77,44.33,474.38,3260.48,17.34451062420257
chickpea,50.22,35.51,68.28,203.81,2064.97,11.658556782907258
chickpea,97.34,37.22,85.53,494.76,766.73,15.374329946656578
muskmelon,110.96,19.23,36.99,296.89,637.96,13.93552887328359
apple,39.95,14.06,41.56,499.59,225.09,15.086765293882449
lentil,64.66,16.35,71.37,54.95,3415.27,7.061734504153405
grapes,54.05,13.49,80.53,294.15,3490.39,10.719913820518624
muskmelon,65.23,10.16,39.88,235.94,73.24,9.15961223375205
mango,37.52,11.54,89.74,236.85,3630.84,7.271879234557292
orange,113.08,38.04,54.7,91.97,3266.34,8.661067127120875
chickpea,78.36,33.6,80.48,133.09,30.66,12.270058708414872
watermelon,35.83,14.6,73.19,403.33,4486.55,13.59443001861118
lentil,115.14,28.22,65.17,89.35,493.89,13.26718500070866
chickpea,72.77,10.65,89.71,221.97,1655.11,11.07331838971428
coffee,118.55,29.55,66.45,70.94,2065.95,12.160642803552845
rice,110.54,27.24,53.6,472.7,3898.48,15.877788266196056
coffee,107.81,15.36,60.8,299.6,1076.09,13.182809988012156
coconut,130.41,24.44,51.09,473.44,352.43,20.089265953522688
rice,69.06,34.24,85.47,65.34,1051.02,10.61578276341078
watermelon,84.53,12.25,65.53,293.39,150.48,11.214580010632645
apple,53.96,17.27,94.75,400.59,4373.59,15.83618034612298
orange,104.73,26.28,94.35,393.55,2976.9,16.442927206154053
chickpea,41.11,39.71,39.81,263.57,4203.4,12.400023790265026
muskmelon,53.43,38.13,47.74,469.79,1712.1,16.14454763156358
orange,124.21,18.76,73.77,411.13,2336.81,17.503147453151946
cotton,90.69,24.05,57.19,229.76,4983.72,15.041129919016315
coconut,21.56,20.25,89.83,219.36,550.12,12.992619792045373
mango,116.3,11.41,81.92,269.08,3993.49,11.850251283964653
coffee,85.73,17.37,92.16,365.51,2252.61,15.167223798171896
watermelon,135.34,34.78,86.54,381.97,3333.78,13.258781323302676
orange,144.45,23.09,62.16,61.6,1285.21,14.580901175683351
muskmelon,123.46,16.8,59.32,428.17,2832.95,15.531251875253712
cotton,39.31,26.26,91.34,334.11,4176.52,16.20712938044113
coffee,102.0,27.28,44.29,472.43,4573.43,15.919633622904472
apple,55.57,14.38,33.58,195.39,1982.48,12.089907590492716
watermelon,78.72,26.37,62.99,263.57,2654.84,14.43288861098974
lentil,123.23,24.32,72.54,51.26,4174.33,13.188231404800293
banana,129.18,31.71,75.83,173.66,3793.78,12.953639905318706
rice,71.27,35.81,43.19,268.48,2572.14,12.535382988484296
muskmelon,141.02,13.48,40.12,497.36,2334.17,15.983214590196944
grapes,81.21,31.36,75.77,215.31,2639.79,14.401028112084674
grapes,67.03,10.24,52.78,402.49,3103.63,15.421071455038131
coffee,40.29,10.71,34.35,195.49,3440.11,9.615445436337792
orange,32.7,34.53,33.73,479.85,923.42,14.27826990968357
cotton,108.61,39.91,70.07,96.59,4417.9,8.003784603544672
watermelon,27.8,28.27,34.06,81.8,2979.86,13.569526756290564
apple,148.94,35.42,47.27,255.27,2800.46,10.797351149454018
jute,109.56,31.16,55.92,173.19,2053.91,12.25809796923916
mango,42.3,35.1,34.39,241.81,2647.94,8.943831808877844
orange,43.6,36.09,63.6,468.48,1954.85,13.047758140010744
jute,67.31,17.75,52.04,92.75,652.57,9.258363087484868
coconut,54.96,31.76,35.51,391.91,1080.08,17.360167765350717
jute,91.98,18.03,94.22,319.53,4123.45,13.405997405085548
watermelon,65.56,30.0,37.47,179.77,4937.21,11.17871024323454
rice,118.88,35.98,77.22,162.5,138.76,13.45892187950418
muskmelon,137.82,27.59,81.7,70.05,4343.56,9.700862886664394
mango,102.59,21.59,58.2,440.0,1989.68,17.864405331510593
orange,65.78,26.74,87.49,397.28,4466.88,18.12414481696397
mango,114.69,19.75,43.25,120.53,1452.84,13.4222281875499
orange,147.18,24.85,69.74,102.01,1623.24,12.100582785047193
jute,50.5,24.5,62.14,283.99,910.34,15.164839510512556
apple,139.7,10.13,46.64,113.89,2677.3,10.70215889142046
chickpea,73.06,25.89,87.74,304.1,2581.72,15.650961374587489
orange,73.23,18.69,40.01,412.84,4176.11,15.275976925895153
banana,35.34,31.06,92.55,318.97,1978.11,10.574791088463227
jute,36.86,26.18,45.29,361.35,1853.92,17.734492318978166
coconut,107.9,39.62,75.7,132.51,3735.12,8.836934288590461
maize,115.12,24.56,67.44,499.4,837.28,19.3233207529142
grapes,33.08,19.72,64.99,136.29,3119.97,9.343730869207077
coconut,38.79,22.18,75.64,60.65,4096.29,11.801635138137192
apple,135.86,20.47,47.24,209.05,1408.6,14.108391310521087
muskmelon,85.9,31.09,93.81,282.86,3721.48,13.454399862420328
banana,108.62,31.8,39.11,245.3,3392.75,15.061419202711663
jute,130.37,28.53,61.67,273.34,2817.26,16.93889097917835
grapes,70.54,21.87,74.33,367.49,881.46,15.836135502461824
watermelon,147.23,14.32,59.78,241.01,2872.72,10.584042301372916
coconut,20.82,20.41,41.8,184.85,1540.72,12.936717898125552
jute,40.69,36.8,76.48,73.99,34.07,7.520692691517464
banana,128.15,16.14,74.95,354.44,3321.82,14.623483512050624
grapes,64.67,33.69,90.51,319.7,3445.84,14.248694077496344
coconut,98.28,13.91,35.81,343.19,3428.29,12.05141046994274
apple,138.07,13.81,52.17,56.27,3289.77,9.492228940017084
cotton,23.44,21.33,49.05,420.39,1870.61,16.510753176771214
coconut,39.31,19.13,93.07,78.32,335.85,10.149501265445885
muskmelon,61.94,10.29,78.6,235.64,2646.55,10.811690691655173
coffee,144.38,25.96,38.24,139.61,2638.62,11.929974759533392
orange,143.37,36.89,52.62,300.67,2896.95,11.282452234246364
cotton,97.39,14.75,41.92,402.39,4978.31,14.117134127846596
maize,60.46,34.59,56.33,173.35,1453.38,9.454113858729306
lentil,149.89,37.91,75.85,129.51,4835.9,8.43213672739304
coffee,137.14,32.14,52.73,329.57,2020.2,12.044678744678745
cotton,101.13,26.37,30.31,305.91,1966.66,16.832370618205488
mango,50.94,25.62,69.57,319.48,847.15,17.936540164079563
lentil,20.1,34.16,54.79,344.54,2057.4,14.05593953533586
rice,22.97,28.59,43.74,312.88,2857.73,18.23904637596973
muskmelon,53.55,11.1,60.49,268.15,3877.96,13.285116401406926
banana,52.35,38.44,94.84,468.32,1832.53,15.905322150251292
rice,43.76,24.02,42.46,119.42,93.29,12.519026690963662
orange,89.37,35.71,93.57,439.24,1699.11,13.718317236670964
rice,69.31,37.5,82.11,406.52,1645.62,12.513715195488633
cotton,137.57,22.93,86.87,294.57,4770.28,15.007175679415043
mango,39.53,12.08,47.02,438.85,656.45,16.671064056668442
mango,133.49,18.82,39.85,465.03,1038.87,17.856392041352628
rice,82.48,38.97,44.99,215.29,4599.79,7.700458064389895
rice,72.5,30.74,94.87,222.42,2744.34,13.020489443727818
watermelon,118.62,12.69,89.2,152.23,3312.68,12.116069164543513
orange,32.96,38.15,55.7,470.77,405.56,12.954186803432291
lentil,34.93,21.6,54.88,449.47,1298.97,17.016651654772627
maize,108.29,14.84,43.88,237.94,4516.46,12.376826098315938
orange,56.72,36.52,36.38,303.82,4673.64,13.926160337552744
rice,108.56,22.74,49.65,457.81,1047.35,19.842259034706643
watermelon,120.13,21.65,34.68,129.81,2204.89,10.95679149526734
lentil,33.94,22.5,59.6,389.91,4625.22,17.802536960404044
rice,43.3,16.12,35.41,379.58,4698.99,15.862357655581306
muskmelon,41.37,16.05,43.23,204.99,2584.17,10.19344315582953
chickpea,33.88,26.35,64.35,193.37,3146.14,15.080953168009051
muskmelon,89.29,22.9,58.06,283.16,1009.92,15.205293488593156
watermelon,80.33,23.75,82.73,245.04,3783.52,15.812769590222862
muskmelon,58.07,30.86,37.1,224.35,656.84,12.79734790816637
watermelon,130.33,12.58,66.16,121.03,2453.63,5.332992341958649
watermelon,109.96,33.89,73.64,158.57,933.78,12.301869819443551
banana,133.0,20.37,44.67,66.67,4629.93,10.135304421449137
banana,80.35,17.05,63.88,360.35,3813.57,13.444515244246205
watermelon,146.18,31.93,30.37,247.65,3194.98,12.455592836261886
cotton,71.97,17.34,48.68,376.57,4315.83,14.367495939367398
coconut,32.83,34.39,38.98,390.55,4537.29,14.946862554520427
chickpea,96.22,20.99,56.88,188.48,2394.28,11.378990761314466
lentil,77.78,24.4,54.57,461.68,1784.4,19.25582828962116
mango,96.91,26.04,47.86,108.82,4086.53,10.577257477615484
grapes,49.8,22.33,49.57,401.26,3072.51,14.383520314010369
banana,37.1,39.42,68.81,287.13,3126.43,10.302475986988355
mango,57.45,33.44,92.91,369.06,4558.26,16.543766700451485
cotton,49.09,23.73,33.83,383.19,848.3,16.322126606153482
muskmelon,144.81,30.85,37.48,121.46,4166.5,11.656635065402616
jute,97.56,10.98,75.8,486.8,3136.17,13.504255190247978
cotton,53.26,21.63,81.35,147.74,1649.37,14.325451536041037
coconut,49.18,39.37,79.22,336.76,892.14,9.23916649853162
mango,107.57,25.93,92.67,271.18,3702.27,17.961167067771935
apple,107.5,27.76,86.67,221.17,4928.05,16.143078905449414
grapes,147.69,31.07,85.68,57.46,465.69,9.777985355064528
maize,43.28,35.46,49.88,374.68,1385.21,13.019015167375343
coconut,131.78,20.49,80.44,284.17,848.05,15.26312127822652
lentil,22.85,33.76,40.59,463.47,611.21,13.869292060012103
apple,133.86,36.42,66.98,97.53,959.79,8.588514154137885
maize,36.72,12.44,74.53,90.7,4645.06,7.903501784691693
lentil,24.87,12.81,65.51,408.1,531.58,13.08245231197562
grapes,138.28,13.35,70.52,386.99,1122.75,12.404186150077932
jute,133.91,23.24,65.48,291.49,1907.72,16.09323171115258
maize,109.38,21.73,31.46,473.24,2684.59,17.859296950372308
rice,75.95,12.6,40.32,394.71,3221.7,14.233969643355994
mango,136.08,26.41,86.81,160.71,2995.63,13.915827388562672
rice,133.81,15.97,70.44,301.49,1211.48,12.48534849935616
rice,96.6,32.72,47.63,117.35,1387.2,11.165621395617071
chickpea,131.64,21.05,77.61,217.86,1813.04,13.474501389930724
jute,123.72,27.12,32.9,241.16,4092.97,14.335321294805484
watermelon,102.71,12.11,68.15,456.08,564.06,14.205651881005569
banana,85.9,34.49,61.63,269.47,813.21,13.60210769665892
lentil,71.36,17.26,48.78,491.12,543.05,18.347168768989967
muskmelon,111.63,38.02,82.04,252.06,564.0,12.398404255319148
jute,74.8,18.04,40.1,261.07,495.48,12.49362234600791
grapes,53.74,39.56,59.33,129.42,3588.07,10.168140532375345
banana,65.36,27.71,44.21,489.08,4053.51,18.067516794087098
grapes,79.32,32.53,45.6,425.56,96.36,13.554275633042757
muskmelon,142.14,22.43,76.63,451.69,2262.71,17.168033022349306
cotton,31.11,14.96,42.88,224.82,2382.13,9.72977965098462
coconut,69.18,23.94,52.63,416.07,3922.71,19.73244517183274
watermelon,131.11,36.41,43.25,192.06,4861.3,10.767806965215064
muskmelon,106.68,31.49,37.61,136.78,2498.15,13.761311370414106
lentil,88.78,39.1,80.64,82.38,62.45,8.060688550840672
apple,54.72,32.99,58.14,249.77,4817.16,12.898458842969715
cotton,53.67,31.31,79.64,198.49,2163.77,12.88130901158626
mango,125.12,29.5,56.66,290.8,600.72,17.08210147822613
rice,77.48,27.07,54.49,397.08,1588.24,15.983245605198206
muskmelon,95.63,23.52,80.23,150.97,4083.84,14.330086389280677
coffee,138.84,29.8,84.83,447.84,2364.73,16.524025998739813
cotton,25.04,33.36,86.33,366.67,4960.59,12.63682747415126
orange,133.23,23.97,73.02,219.62,2739.21,15.716973141891271
mango,60.94,23.87,77.41,261.76,4716.7,15.813221107978036
watermelon,20.29,13.64,32.42,130.69,4192.59,8.995065102955452
muskmelon,44.24,21.5,33.92,106.22,2858.14,13.813718012413668
grapes,24.67,14.3,53.3,462.13,3602.22,15.930434565351367
lentil,98.01,17.86,43.63,191.26,2164.47,10.506909312672388
banana,108.89,27.63,70.33,397.03,100.51,17.852850462640532
jute,109.41,33.35,33.5,173.56,2902.86,11.524251944633912
chickpea,55.01,23.43,88.42,205.42,1484.34,17.011776277672233
lentil,50.53,22.77,39.88,58.25,429.16,11.896635287538448
grapes,27.87,10.39,68.5,222.03,4824.62,9.239061314673489
